,FileName,XMin,XMax,YMin,YMax,ClassName
0,1a76122aab7176d8.jpg,0.03,0.09625,0.18667899999999998,0.294559,Person
1,1a76122aab7176d8.jpg,0.110625,0.210625,0.12288900000000001,0.470919,Person
2,1a76122aab7176d8.jpg,0.175625,0.270625,0.14258900000000002,0.37898699999999996,Person
3,1a76122aab7176d8.jpg,0.311875,0.3475,0.194184,0.23827399999999999,Person
4,1a76122aab7176d8.jpg,0.385,0.514375,0.153846,0.305816,Person
5,1a76122aab7176d8.jpg,0.4425,0.469375,0.001876,0.144465,Person
6,1a76122aab7176d8.jpg,0.478125,0.48875,0.016886,0.06754199999999999,Person
7,1a76122aab7176d8.jpg,0.48875,0.505,0.0197,0.073171,Person
8,1a76122aab7176d8.jpg,0.5025,0.515625,0.021575999999999998,0.144465,Person
9,1a76122aab7176d8.jpg,0.518125,0.529375,0.029081,0.13508399999999998,Person
10,1a76122aab7176d8.jpg,0.526875,0.5425,0.232645,0.26547800000000005,Person
11,1a76122aab7176d8.jpg,0.528125,0.578125,0.173546,0.294559,Person
12,1a76122aab7176d8.jpg,0.534375,0.5575,0.030957,0.15197,Person
13,1a76122aab7176d8.jpg,0.575625,0.60625,0.199812,0.272983,Person
14,1a76122aab7176d8.jpg,0.584375,0.60625,0.058161000000000004,0.161351,Person
15,1a76122aab7176d8.jpg,0.605,0.689375,0.18667899999999998,0.336773,Person
16,1a76122aab7176d8.jpg,0.773125,0.81,0.197936,0.29080700000000004,Person
17,1a76122aab7176d8.jpg,0.80125,0.843125,0.184803,0.27861199999999997,Person
18,1a76122aab7176d8.jpg,0.85375,0.885625,0.197936,0.257974,Person
19,1a76122aab7176d8.jpg,0.9675,0.990625,0.19230799999999998,0.22326500000000002,Person
20,5accc0a51f39559f.jpg,0.0,0.026,0.68,0.885333,Person
21,5accc0a51f39559f.jpg,0.012,0.052,0.706667,0.8506670000000001,Person
22,5accc0a51f39559f.jpg,0.042,0.162,0.698667,0.821333,Person
23,5accc0a51f39559f.jpg,0.056,0.33,0.64,0.712,Person
24,5accc0a51f39559f.jpg,0.15,0.2,0.728,0.864,Person
25,5accc0a51f39559f.jpg,0.178,0.218,0.717333,0.824,Person
26,5accc0a51f39559f.jpg,0.248,0.318,0.706667,0.930667,Person
27,5accc0a51f39559f.jpg,0.296,0.51,0.698667,0.842667,Person
28,5accc0a51f39559f.jpg,0.36,0.504,0.624,0.701333,Person
29,5accc0a51f39559f.jpg,0.41,0.724,0.573333,0.621333,Person
30,5accc0a51f39559f.jpg,0.482,0.546,0.709333,0.914667,Person
31,5accc0a51f39559f.jpg,0.522,0.724,0.616,0.693333,Person
32,5accc0a51f39559f.jpg,0.526,0.664,0.698667,0.8506670000000001,Person
33,5accc0a51f39559f.jpg,0.656,0.72,0.712,0.888,Person
34,5accc0a51f39559f.jpg,0.712,0.848,0.696,0.888,Person
35,5accc0a51f39559f.jpg,0.73,0.926,0.592,0.672,Person
36,5accc0a51f39559f.jpg,0.818,0.93,0.690667,0.826667,Person
37,5accc0a51f39559f.jpg,0.854,0.918,0.7226670000000001,0.898667,Person
38,5accc0a51f39559f.jpg,0.882,0.95,0.712,0.909333,Person
39,5accc0a51f39559f.jpg,0.926,0.998,0.696,0.813333,Person
40,f607867752dd80e9.jpg,0.16125,0.8875,0.098499,0.8893059999999999,Person
41,47df981ba82e224c.jpg,0.359375,0.654375,0.19833299999999998,0.925,Person
42,47df981ba82e224c.jpg,0.303125,0.32375,0.361667,0.449167,Person
43,47df981ba82e224c.jpg,0.40375,0.420625,0.371667,0.395833,Person
44,47df981ba82e224c.jpg,0.66625,0.70125,0.363333,0.4875,Person
45,aff1b59bccb0f6cb.jpg,0.54409,0.794246,0.464167,0.976667,Person
46,aff1b59bccb0f6cb.jpg,0.056911,0.258286,0.8375,0.999167,Person
