,FileName,XMin,XMax,YMin,YMax,ClassName
0,80f523931b1939e1.jpg,0.032812,0.950781,0.15826500000000002,0.83939,Car
1,80f523931b1939e1.jpg,0.254687,0.35781199999999996,0.056272,0.11606099999999998,Car
2,80f523931b1939e1.jpg,0.321875,0.45859399999999995,0.052754999999999996,0.151231,Car
3,80f523931b1939e1.jpg,0.414062,0.8640620000000001,0.05041,0.368113,Car
4,04a8a9b075fbb0dd.jpg,0.395117,0.769145,0.623333,0.955,Car
5,04a8a9b075fbb0dd.jpg,0.042175,0.09101000000000001,0.63,0.695,Car
6,04a8a9b075fbb0dd.jpg,0.084351,0.14761400000000002,0.633333,0.726667,Car
7,04a8a9b075fbb0dd.jpg,0.127636,0.18535,0.623333,0.716667,Car
8,04a8a9b075fbb0dd.jpg,0.653718,0.8068810000000001,0.621667,0.691667,Car
9,04a8a9b075fbb0dd.jpg,0.770255,0.831299,0.608333,0.685,Car
10,04a8a9b075fbb0dd.jpg,0.8468370000000001,0.988901,0.593333,0.706667,Car
11,12b62b6bb202ddef.jpg,0.10375,0.91625,0.321667,1.0,Car
12,cd4da27d2103c83e.jpg,0.118164,0.90625,0.316176,0.85,Car
13,ea37fe6d53c37f29.jpg,0.0,0.43456999999999996,0.326823,0.6679689999999999,Car
14,ea37fe6d53c37f29.jpg,0.16406199999999999,0.805664,0.373698,0.713542,Car
15,ea37fe6d53c37f29.jpg,0.916992,0.999023,0.496094,0.783854,Car
16,b4140e5eab27335e.jpg,0.114375,0.94125,0.160413,0.888368,Car
17,b4140e5eab27335e.jpg,0.0,0.084375,0.270169,0.420263,Car
18,b4140e5eab27335e.jpg,0.0,0.1625,0.198874,0.362101,Car
19,b4140e5eab27335e.jpg,0.11125,0.239375,0.196998,0.26454,Car
20,b4140e5eab27335e.jpg,0.388125,0.834375,0.17823599999999998,0.383677,Car
21,b4140e5eab27335e.jpg,0.589375,0.6675,0.16228900000000002,0.18667899999999998,Car
22,b4140e5eab27335e.jpg,0.604375,0.715,0.182927,0.257974,Car
23,b4140e5eab27335e.jpg,0.653125,0.785,0.169794,0.27579699999999996,Car
24,b4140e5eab27335e.jpg,0.950625,0.999375,0.257036,0.453096,Car
25,abf7575a1ee24d5f.jpg,0.0,0.999375,0.0,0.998977,Car
26,2b1be542a039eeea.jpg,0.13375,0.7975,0.5014109999999999,0.831609,Car
27,6ebd5d4ca11e47f1.jpg,0.0125,0.614375,0.50565,0.851224,Car
28,6ebd5d4ca11e47f1.jpg,0.691875,0.999375,0.524482,0.9783430000000001,Car
29,68e9c0729f11722c.jpg,0.29875,0.468125,0.558333,0.735833,Car
30,68e9c0729f11722c.jpg,0.436875,0.49875,0.545,0.625833,Car
31,68e9c0729f11722c.jpg,0.4425,0.495,0.56,0.658333,Car
32,68e9c0729f11722c.jpg,0.65125,0.75625,0.56,0.663333,Car
33,faf07faa862b9fc8.jpg,0.038869,0.9575969999999999,0.084881,0.915119,Car
34,75884cc57573b82d.jpg,0.246207,0.71931,0.568125,0.93375,Car
35,75884cc57573b82d.jpg,0.31931,0.5606899999999999,0.0,0.15,Car
36,b1d2b5b741f02400.jpg,0.058125,0.95625,0.140645,0.9341940000000001,Car
37,074ff87a359f3dfe.jpg,0.01625,0.32125,0.787909,0.930624,Car
38,074ff87a359f3dfe.jpg,0.673125,0.918125,0.7522300000000001,0.87116,Car
39,57e4c8c60088a958.jpg,0.037108999999999996,0.072266,0.661786,0.708638,Car
40,57e4c8c60088a958.jpg,0.075195,0.12207,0.661786,0.714495,Car
41,57e4c8c60088a958.jpg,0.155273,0.204102,0.677892,0.727672,Car
42,57e4c8c60088a958.jpg,0.337891,0.397461,0.6573939999999999,0.749634,Car
43,57e4c8c60088a958.jpg,0.419922,0.480469,0.693997,0.764275,Car
44,57e4c8c60088a958.jpg,0.524414,0.595703,0.688141,0.775988,Car
45,57e4c8c60088a958.jpg,0.8066409999999999,0.960938,0.6837479999999999,0.811127,Car
46,0e30dd9cbc9855a8.jpg,0.000625,0.718125,0.098039,0.996078,Car
47,3df4ba842935ec0a.jpg,0.031875,0.9825,0.048780000000000004,0.9924950000000001,Car
48,8f784106c64d90b9.jpg,0.774375,0.823125,0.386492,0.48874300000000004,Car
49,8f784106c64d90b9.jpg,0.81875,0.999375,0.358349,0.530957,Car
50,d125155db86083af.jpg,0.26375,0.57625,0.6875,0.885833,Car
51,d125155db86083af.jpg,0.569375,0.999375,0.679167,0.879167,Car
52,14761b66da8390dd.jpg,0.0,0.325781,0.304167,0.577083,Car
53,14761b66da8390dd.jpg,0.0,0.9992190000000001,0.014583,0.998958,Car
54,3b915eccd4608b7b.jpg,0.133125,0.3175,0.764444,0.8855559999999999,Car
55,3b915eccd4608b7b.jpg,0.56875,0.71875,0.773333,0.8711110000000001,Car
56,3b915eccd4608b7b.jpg,0.860625,0.999375,0.773333,0.896667,Car
57,ad0790972a090bbe.jpg,0.31,0.37875,0.724167,0.763333,Car
58,ad0790972a090bbe.jpg,0.321875,0.38875,0.7325,0.790833,Car
59,ad0790972a090bbe.jpg,0.334375,0.436875,0.7425,0.8325,Car
60,ad0790972a090bbe.jpg,0.564375,0.759375,0.748333,0.87,Car
61,002691b3032ae06c.jpg,0.0,0.999009,0.0,0.998667,Car
62,0b7d05b86123b420.jpg,0.0,0.217554,0.446875,0.83125,Car
63,0b7d05b86123b420.jpg,0.55929,0.980392,0.511875,0.585625,Car
64,0b7d05b86123b420.jpg,0.7432310000000001,0.998133,0.5275,0.60625,Car
65,d5d9fbb37d0acc08.jpg,0.0,0.158125,0.153846,0.245779,Car
66,d5d9fbb37d0acc08.jpg,0.0,0.299375,0.144465,0.288931,Car
67,d5d9fbb37d0acc08.jpg,0.0,0.510625,0.144465,0.6135079999999999,Car
68,d5d9fbb37d0acc08.jpg,0.0,0.913125,0.06754199999999999,0.89212,Car
69,d5d9fbb37d0acc08.jpg,0.28375,0.409375,0.161351,0.236398,Car
70,d5a4cf491335fa9b.jpg,0.334961,0.65918,0.33967800000000004,0.614934,Car
71,f24190eb8539fa7e.jpg,0.0,0.999375,0.518762,0.9681049999999999,Car
72,4db8c70998a3f9d6.jpg,0.308,0.553333,0.627993,0.7661140000000001,Car
73,4db8c70998a3f9d6.jpg,0.048,0.256,0.917127,0.979742,Car
74,ed75ba4009dc076a.jpg,0.060547000000000004,0.7402340000000001,0.208333,0.842448,Car
75,c35a963f41997115.jpg,0.0,0.999375,0.118199,0.9990620000000001,Car
76,3075d3edd15680ef.jpg,0.028329000000000003,0.9508969999999999,0.133125,0.9575,Car
77,3075d3edd15680ef.jpg,0.694051,0.9235129999999999,0.153125,0.231875,Car
78,ce94db485fc0ab37.jpg,0.0,0.335385,0.41530100000000003,0.6120220000000001,Car
79,f22d4d661f08f012.jpg,0.0,0.178125,0.928125,0.998958,Car
80,f22d4d661f08f012.jpg,0.183594,0.33125,0.930208,0.991667,Car
81,8f7b840d80bc1602.jpg,0.01125,0.996875,0.235,0.865,Car
82,951fa24638b56077.jpg,0.6835939999999999,0.878906,0.70625,0.877083,Car
83,951fa24638b56077.jpg,0.828125,0.9992190000000001,0.658333,0.810417,Car
84,3019813e774f9918.jpg,0.11133299999999999,0.926667,0.3616,0.8784,Car
85,59202074609d3407.jpg,0.26625,0.710625,0.237065,0.9539040000000001,Car
86,8bbc6b770b695ee8.jpg,0.283125,0.545625,0.6763600000000001,0.85272,Car
87,4c4938ccacdeb27e.jpg,0.0,0.999375,0.781667,0.999167,Car
88,8de6a16c5c6cf2bf.jpg,0.229375,0.685625,0.39211999999999997,0.701689,Car
89,d15d4c43aeb425e5.jpg,0.017206,0.9746959999999999,0.3375,0.971875,Car
90,44d91c966d195828.jpg,0.155,0.888125,0.347092,0.73546,Car
91,7f3be49403980178.jpg,0.185625,0.86375,0.342105,0.7537590000000001,Car
92,7f3be49403980178.jpg,0.20375,0.338125,0.201128,0.29981199999999997,Car
93,7f3be49403980178.jpg,0.551875,0.62625,0.193609,0.26879699999999995,Car
94,7f3be49403980178.jpg,0.61875,0.6675,0.222744,0.265038,Car
95,7f3be49403980178.jpg,0.665,0.705625,0.235902,0.276316,Car
96,7f3be49403980178.jpg,0.709375,0.78375,0.23026300000000002,0.278196,Car
97,7f3be49403980178.jpg,0.7325,0.999375,0.307331,0.428571,Car
98,7f3be49403980178.jpg,0.76375,0.8275,0.22650399999999998,0.278196,Car
99,7f3be49403980178.jpg,0.81625,0.861875,0.24530100000000002,0.276316,Car
100,7f3be49403980178.jpg,0.82125,0.86875,0.19736800000000002,0.21898499999999999,Car
101,4463a3729ad95c41.jpg,0.128125,0.618125,0.558333,0.958333,Car
102,4463a3729ad95c41.jpg,0.391875,0.755,0.524167,0.766667,Car
103,4463a3729ad95c41.jpg,0.540625,0.859375,0.4725,0.646667,Car
104,42ce804dbbc651b0.jpg,0.0,0.6575,0.328333,0.793333,Car
105,42ce804dbbc651b0.jpg,0.10375,0.64625,0.8725,0.999167,Car
106,42ce804dbbc651b0.jpg,0.191875,0.21375,0.31083299999999997,0.31916700000000003,Car
107,42ce804dbbc651b0.jpg,0.261875,0.2875,0.30583299999999997,0.3175,Car
108,42ce804dbbc651b0.jpg,0.356875,0.36875,0.345,0.3575,Car
109,42ce804dbbc651b0.jpg,0.37125,0.40125,0.35,0.364167,Car
110,42ce804dbbc651b0.jpg,0.37625,0.395625,0.35,0.364167,Car
111,42ce804dbbc651b0.jpg,0.37625,0.39875,0.335,0.345,Car
112,42ce804dbbc651b0.jpg,0.538125,0.999375,0.235,0.831667,Car
113,7fef493a2f80384a.jpg,0.069375,0.79125,0.220833,0.9175,Car
114,7fef493a2f80384a.jpg,0.0,0.32125,0.09083300000000001,0.599167,Car
115,7fef493a2f80384a.jpg,0.769375,0.999375,0.301667,0.983333,Car
116,32ee130be84f9cb6.jpg,0.0775,0.943125,0.103333,0.755,Car
117,32ee130be84f9cb6.jpg,0.8825,0.999375,0.2175,0.56,Car
118,3261d5d1c476dfdc.jpg,0.01625,0.074375,0.720833,0.7875,Car
119,3261d5d1c476dfdc.jpg,0.17125,0.25625,0.6775,0.790833,Car
120,3261d5d1c476dfdc.jpg,0.736875,0.84375,0.6675,0.770833,Car
121,1521c7b6b43af430.jpg,0.394375,0.745,0.43222200000000005,0.74,Car
122,1521c7b6b43af430.jpg,0.0,0.336875,0.404444,0.6911109999999999,Car
123,1521c7b6b43af430.jpg,0.32375,0.395625,0.508889,0.643333,Car
124,1521c7b6b43af430.jpg,0.744375,0.999375,0.45,0.716667,Car
125,03d6489ee4f0679b.jpg,0.0,0.126875,0.643925,0.81215,Car
126,a87572f4febb0e73.jpg,0.22375,0.369375,0.544167,0.63,Car
127,58526b3058fa0a35.jpg,0.0,0.999375,0.015833,0.999167,Car
128,df7568114d7cfe7d.jpg,0.89625,0.92,0.514167,0.5875,Car
129,abe2b7d93e4c4adb.jpg,0.03625,0.669375,0.01,0.969167,Car
130,abe2b7d93e4c4adb.jpg,0.76,0.999375,0.389167,0.694167,Car
131,d90dc54b86d38538.jpg,0.071667,0.178333,0.735,0.81125,Car
132,d90dc54b86d38538.jpg,0.555,0.945,0.74,0.84625,Car
133,d90dc54b86d38538.jpg,0.953333,0.998333,0.7725,0.83375,Car
